date,name,category,value
"Apr 28, 2022",Politics and Global Governance,Business Services,407
"Apr 28, 2022","Economy, Trade and Investment",Automotive,217
"Apr 28, 2022","Digital Governance, Privacy and Technology",Financial Services,378
"Apr 28, 2022",Media and Public Opinion,FMCG,323
"Apr 28, 2022",Inclusive Development and Human Rights,Electronics,55
"Apr 28, 2022",Employment & Social Development,Financial Services,58
"Apr 28, 2022","Education, Skills & Competecies",Automotive,126
"Apr 28, 2022",Climate Change & Resilience,Beverages,133
"Apr 28, 2022",Pollution,Technology,43
"Apr 28, 2022",Natural Capital Use and Managment,Business Services,168
"Apr 28, 2022",Demographics,Technology,28
"Apr 28, 2022",Urbanization and Smart Cities,Technology,180
"Apr 28, 2022",COVID-nineteen,Diversified,101
"Apr 29, 2022",Public Health,Automotive,407
"Apr 29, 2022",Environment,Media,486
"Apr 29, 2022",Equitable Access to Environmental Goods,Restaurants,262
"Apr 29, 2022",Social Welfare,Telecommunications,459
"Apr 29, 2022",Politics and Global Governance,Tobacco,208
"Apr 29, 2022","Economy, Trade and Investment",Automotive,329
"Apr 29, 2022","Digital Governance, Privacy and Technology",Electronics,396
"Apr 29, 2022",Media and Public Opinion,Business Services,307
"Apr 29, 2022",Inclusive Development and Human Rights,Automotive,290
"Apr 29, 2022",Employment & Social Development,Financial Services,165
"Apr 29, 2022","Education, Skills & Competecies",FMCG,429
"Apr 29, 2022",Climate Change & Resilience,Electronics,369
"Apr 29, 2022",Pollution,Financial Services,273
"Apr 29, 2022",Natural Capital Use and Managment,Automotive,183
"Apr 29, 2022",Demographics,Beverages,422
"Apr 29, 2022",Urbanization and Smart Cities,Technology,30
"Apr 29, 2022",COVID-nineteen,Business Services,289
"Apr 30, 2022",Public Health,Technology,457
"Apr 30, 2022",Environment,Technology,372
"Apr 30, 2022",Equitable Access to Environmental Goods,Diversified,386
"Apr 30, 2022",Social Welfare,Automotive,378
"Apr 30, 2022",Politics and Global Governance,Media,135
"Apr 30, 2022","Economy, Trade and Investment",Restaurants,77
"Apr 30, 2022","Digital Governance, Privacy and Technology",Telecommunications,228
"Apr 30, 2022",Media and Public Opinion,Tobacco,295
"Apr 30, 2022",Inclusive Development and Human Rights,Automotive,210
"Apr 30, 2022",Employment & Social Development,Electronics,136
"Apr 30, 2022","Education, Skills & Competecies",Business Services,500
"Apr 30, 2022",Climate Change & Resilience,Automotive,218
"Apr 30, 2022",Pollution,Financial Services,390
"Apr 30, 2022",Natural Capital Use and Managment,FMCG,236
"Apr 30, 2022",Demographics,Electronics,137
"Apr 30, 2022",Urbanization and Smart Cities,Financial Services,299
"Apr 30, 2022",COVID-nineteen,Automotive,365
"May 1, 2022",Public Health,Beverages,355
"May 1, 2022",Environment,Technology,402
"May 1, 2022",Equitable Access to Environmental Goods,Business Services,279
"May 1, 2022",Social Welfare,Technology,51
"May 1, 2022",Politics and Global Governance,Technology,61
"May 1, 2022","Economy, Trade and Investment",Diversified,210
"May 1, 2022","Digital Governance, Privacy and Technology",Automotive,424
"May 1, 2022",Media and Public Opinion,Media,91
"May 1, 2022",Inclusive Development and Human Rights,Restaurants,223
"May 1, 2022",Employment & Social Development,Telecommunications,471
"May 1, 2022","Education, Skills & Competecies",Tobacco,284
"May 1, 2022",Climate Change & Resilience,Automotive,121
"May 1, 2022",Pollution,Electronics,188
"May 1, 2022",Natural Capital Use and Managment,Business Services,287
"May 1, 2022",Demographics,Automotive,124
"May 1, 2022",Urbanization and Smart Cities,Financial Services,349
"May 1, 2022",COVID-nineteen,FMCG,465
"May 2, 2022",Public Health,Electronics,422
"May 2, 2022",Environment,Financial Services,489
"May 2, 2022",Equitable Access to Environmental Goods,Automotive,442
"May 2, 2022",Social Welfare,Beverages,238
"May 2, 2022",Politics and Global Governance,Technology,402
"May 2, 2022","Economy, Trade and Investment",Business Services,471
"May 2, 2022","Digital Governance, Privacy and Technology",Technology,71
"May 2, 2022",Media and Public Opinion,Technology,457
"May 2, 2022",Inclusive Development and Human Rights,Diversified,421
"May 2, 2022",Employment & Social Development,Automotive,447
"May 2, 2022","Education, Skills & Competecies",Media,87
"May 2, 2022",Climate Change & Resilience,Restaurants,327
"May 2, 2022",Pollution,Telecommunications,182
"May 2, 2022",Natural Capital Use and Managment,Tobacco,118
"May 2, 2022",Demographics,Automotive,56
"May 2, 2022",Urbanization and Smart Cities,Electronics,426
"May 2, 2022",COVID-nineteen,Business Services,436
"May 3, 2022",Public Health,Automotive,51
"May 3, 2022",Environment,Financial Services,273
"May 3, 2022",Equitable Access to Environmental Goods,FMCG,469
"May 3, 2022",Social Welfare,Electronics,143
"May 3, 2022",Politics and Global Governance,Financial Services,132
"May 3, 2022","Economy, Trade and Investment",Automotive,481
"May 3, 2022","Digital Governance, Privacy and Technology",Beverages,55
"May 3, 2022",Media and Public Opinion,Technology,486
"May 3, 2022",Inclusive Development and Human Rights,Business Services,98
"May 3, 2022",Employment & Social Development,Technology,318
"May 3, 2022","Education, Skills & Competecies",Technology,76
"May 3, 2022",Climate Change & Resilience,Diversified,132
"May 3, 2022",Pollution,Automotive,353
"May 3, 2022",Natural Capital Use and Managment,Media,179
"May 3, 2022",Demographics,Restaurants,309
"May 3, 2022",Urbanization and Smart Cities,Telecommunications,201
"May 3, 2022",COVID-nineteen,Tobacco,223
"May 4, 2022",Public Health,Automotive,370
"May 4, 2022",Environment,Electronics,372
"May 4, 2022",Equitable Access to Environmental Goods,Business Services,372
"May 4, 2022",Social Welfare,Automotive,319
"May 4, 2022",Politics and Global Governance,Financial Services,155
"May 4, 2022","Economy, Trade and Investment",FMCG,59
"May 4, 2022","Digital Governance, Privacy and Technology",Electronics,109
"May 4, 2022",Media and Public Opinion,Financial Services,347
"May 4, 2022",Inclusive Development and Human Rights,Automotive,239
"May 4, 2022",Employment & Social Development,Beverages,126
"May 4, 2022","Education, Skills & Competecies",Technology,124
"May 4, 2022",Climate Change & Resilience,Business Services,147
"May 4, 2022",Pollution,Technology,23
"May 4, 2022",Natural Capital Use and Managment,Technology,353
"May 4, 2022",Demographics,Diversified,416
"May 4, 2022",Urbanization and Smart Cities,Automotive,345
"May 4, 2022",COVID-nineteen,Media,124
"May 5, 2022",Public Health,Restaurants,265
"May 5, 2022",Environment,Telecommunications,138
"May 5, 2022",Equitable Access to Environmental Goods,Tobacco,240
"May 5, 2022",Social Welfare,Automotive,171
"May 5, 2022",Politics and Global Governance,Electronics,422
"May 5, 2022","Economy, Trade and Investment",Business Services,416
"May 5, 2022","Digital Governance, Privacy and Technology",Automotive,488
"May 5, 2022",Media and Public Opinion,Financial Services,489
"May 5, 2022",Inclusive Development and Human Rights,FMCG,330
"May 5, 2022",Employment & Social Development,Electronics,313
"May 5, 2022","Education, Skills & Competecies",Financial Services,231
"May 5, 2022",Climate Change & Resilience,Automotive,500
"May 5, 2022",Pollution,Beverages,453
"May 5, 2022",Natural Capital Use and Managment,Technology,326
"May 5, 2022",Demographics,Business Services,488
"May 5, 2022",Urbanization and Smart Cities,Technology,402
"May 5, 2022",COVID-nineteen,Technology,156
"May 6, 2022",Public Health,Diversified,409
"May 6, 2022",Environment,Automotive,144
"May 6, 2022",Equitable Access to Environmental Goods,Media,142
"May 6, 2022",Social Welfare,Restaurants,268
"May 6, 2022",Politics and Global Governance,Telecommunications,241
"May 6, 2022","Economy, Trade and Investment",Tobacco,407
"May 6, 2022","Digital Governance, Privacy and Technology",Automotive,486
"May 6, 2022",Media and Public Opinion,Electronics,90
"May 6, 2022",Inclusive Development and Human Rights,Business Services,285
"May 6, 2022",Employment & Social Development,Automotive,99
"May 6, 2022","Education, Skills & Competecies",Financial Services,277
"May 6, 2022",Climate Change & Resilience,FMCG,31
"May 6, 2022",Pollution,Electronics,182
"May 6, 2022",Natural Capital Use and Managment,Financial Services,78
"May 6, 2022",Demographics,Automotive,402
"May 6, 2022",Urbanization and Smart Cities,Beverages,379
"May 6, 2022",COVID-nineteen,Technology,55
"May 7, 2022",Public Health,Business Services,314
"May 7, 2022",Environment,Technology,294
"May 7, 2022",Equitable Access to Environmental Goods,Technology,80
"May 7, 2022",Social Welfare,Diversified,21
"May 7, 2022",Politics and Global Governance,Automotive,43
"May 7, 2022","Economy, Trade and Investment",Media,159
"May 7, 2022","Digital Governance, Privacy and Technology",Restaurants,20
"May 7, 2022",Media and Public Opinion,Telecommunications,232
"May 7, 2022",Inclusive Development and Human Rights,Tobacco,405
"May 7, 2022",Employment & Social Development,Automotive,226
"May 7, 2022","Education, Skills & Competecies",Electronics,450
"May 7, 2022",Climate Change & Resilience,Business Services,126
"May 7, 2022",Pollution,Automotive,420
"May 7, 2022",Natural Capital Use and Managment,Financial Services,216
"May 7, 2022",Demographics,FMCG,267
"May 7, 2022",Urbanization and Smart Cities,Electronics,105
"May 7, 2022",COVID-nineteen,Financial Services,431
"May 8, 2022",Public Health,Automotive,419
"May 8, 2022",Environment,Beverages,321
"May 8, 2022",Equitable Access to Environmental Goods,Technology,309
"May 8, 2022",Social Welfare,Business Services,466
"May 8, 2022",Politics and Global Governance,Technology,287
"May 8, 2022","Economy, Trade and Investment",Technology,340
"May 8, 2022","Digital Governance, Privacy and Technology",Diversified,415
"May 8, 2022",Media and Public Opinion,Automotive,65
"May 8, 2022",Inclusive Development and Human Rights,Media,75
"May 8, 2022",Employment & Social Development,Restaurants,130
"May 8, 2022","Education, Skills & Competecies",Telecommunications,82
"May 8, 2022",Climate Change & Resilience,Tobacco,297
"May 8, 2022",Pollution,Automotive,227
"May 8, 2022",Natural Capital Use and Managment,Electronics,404
"May 8, 2022",Demographics,Business Services,167
"May 8, 2022",Urbanization and Smart Cities,Automotive,486
"May 8, 2022",COVID-nineteen,Financial Services,288
"May 9, 2022",Public Health,FMCG,71
"May 9, 2022",Environment,Electronics,453
"May 9, 2022",Equitable Access to Environmental Goods,Financial Services,75
"May 9, 2022",Social Welfare,Automotive,279
"May 9, 2022",Politics and Global Governance,Beverages,66
"May 9, 2022","Economy, Trade and Investment",Technology,131
"May 9, 2022","Digital Governance, Privacy and Technology",Business Services,323
"May 9, 2022",Media and Public Opinion,Technology,475
"May 9, 2022",Inclusive Development and Human Rights,Technology,381
"May 9, 2022",Employment & Social Development,Diversified,404
"May 9, 2022","Education, Skills & Competecies",Automotive,287
"May 9, 2022",Climate Change & Resilience,Media,446
"May 9, 2022",Pollution,Restaurants,22
"May 9, 2022",Natural Capital Use and Managment,Telecommunications,234
"May 9, 2022",Demographics,Tobacco,124
"May 9, 2022",Urbanization and Smart Cities,Automotive,307
"May 9, 2022",COVID-nineteen,Electronics,258
"May 10, 2022",Public Health,Business Services,73
"May 10, 2022",Environment,Automotive,116
"May 10, 2022",Equitable Access to Environmental Goods,Financial Services,346
"May 10, 2022",Social Welfare,FMCG,136
"May 10, 2022",Politics and Global Governance,Electronics,260
"May 10, 2022","Economy, Trade and Investment",Financial Services,157
"May 10, 2022","Digital Governance, Privacy and Technology",Automotive,143
"May 10, 2022",Media and Public Opinion,Beverages,82
"May 10, 2022",Inclusive Development and Human Rights,Technology,163
"May 10, 2022",Employment & Social Development,Business Services,161
"May 10, 2022","Education, Skills & Competecies",Technology,51
"May 10, 2022",Climate Change & Resilience,Technology,385
"May 10, 2022",Pollution,Diversified,434
"May 10, 2022",Natural Capital Use and Managment,Automotive,34
"May 10, 2022",Demographics,Media,265
"May 10, 2022",Urbanization and Smart Cities,Restaurants,184
"May 10, 2022",COVID-nineteen,Telecommunications,228
"May 11, 2022",Public Health,Tobacco,29
"May 11, 2022",Environment,Automotive,135
"May 11, 2022",Equitable Access to Environmental Goods,Electronics,129
"May 11, 2022",Social Welfare,Business Services,28
"May 11, 2022",Politics and Global Governance,Automotive,97
"May 11, 2022","Economy, Trade and Investment",Financial Services,359
"May 11, 2022","Digital Governance, Privacy and Technology",FMCG,118
"May 11, 2022",Media and Public Opinion,Electronics,39
"May 11, 2022",Inclusive Development and Human Rights,Financial Services,174
"May 11, 2022",Employment & Social Development,Automotive,229
"May 11, 2022","Education, Skills & Competecies",Beverages,433
"May 11, 2022",Climate Change & Resilience,Technology,392
"May 11, 2022",Pollution,Business Services,318
"May 11, 2022",Natural Capital Use and Managment,Technology,251
"May 11, 2022",Demographics,Technology,81
"May 11, 2022",Urbanization and Smart Cities,Diversified,163
"May 11, 2022",COVID-nineteen,Automotive,184
"May 12, 2022",Public Health,Media,318
"May 12, 2022",Environment,Restaurants,355
"May 12, 2022",Equitable Access to Environmental Goods,Telecommunications,237
"May 12, 2022",Social Welfare,Tobacco,260
"May 12, 2022",Politics and Global Governance,Automotive,206
"May 12, 2022","Economy, Trade and Investment",Electronics,36
"May 12, 2022","Digital Governance, Privacy and Technology",Business Services,446
"May 12, 2022",Media and Public Opinion,Automotive,259
"May 12, 2022",Inclusive Development and Human Rights,Financial Services,480
"May 12, 2022",Employment & Social Development,FMCG,330
"May 12, 2022","Education, Skills & Competecies",Electronics,376
"May 12, 2022",Climate Change & Resilience,Financial Services,420
"May 12, 2022",Pollution,Automotive,139
"May 12, 2022",Natural Capital Use and Managment,Beverages,334
"May 12, 2022",Demographics,Technology,470
"May 12, 2022",Urbanization and Smart Cities,Business Services,230
"May 12, 2022",COVID-nineteen,Technology,164
"May 13, 2022",Public Health,Technology,430
"May 13, 2022",Environment,Diversified,222
"May 13, 2022",Equitable Access to Environmental Goods,Automotive,73
"May 13, 2022",Social Welfare,Media,114
"May 13, 2022",Politics and Global Governance,Restaurants,126
"May 13, 2022","Economy, Trade and Investment",Telecommunications,416
"May 13, 2022","Digital Governance, Privacy and Technology",Tobacco,230
"May 13, 2022",Media and Public Opinion,Automotive,165
"May 13, 2022",Inclusive Development and Human Rights,Electronics,166
"May 13, 2022",Employment & Social Development,Business Services,137
"May 13, 2022","Education, Skills & Competecies",Automotive,377
"May 13, 2022",Climate Change & Resilience,Financial Services,286
"May 13, 2022",Pollution,FMCG,477
"May 13, 2022",Natural Capital Use and Managment,Electronics,405
"May 13, 2022",Demographics,Financial Services,490
"May 13, 2022",Urbanization and Smart Cities,Automotive,469
"May 13, 2022",COVID-nineteen,Beverages,329
"May 14, 2022",Public Health,Technology,320
"May 14, 2022",Environment,Business Services,385
"May 14, 2022",Equitable Access to Environmental Goods,Technology,495
"May 14, 2022",Social Welfare,Technology,49
"May 14, 2022",Politics and Global Governance,Diversified,367
"May 14, 2022","Economy, Trade and Investment",Automotive,276
"May 14, 2022","Digital Governance, Privacy and Technology",Media,235
"May 14, 2022",Media and Public Opinion,Restaurants,311
"May 14, 2022",Inclusive Development and Human Rights,Telecommunications,499
"May 14, 2022",Employment & Social Development,Tobacco,255
"May 14, 2022","Education, Skills & Competecies",Automotive,315
"May 14, 2022",Climate Change & Resilience,Electronics,147
"May 14, 2022",Pollution,Business Services,162
"May 14, 2022",Natural Capital Use and Managment,Automotive,420
"May 14, 2022",Demographics,Financial Services,68
"May 14, 2022",Urbanization and Smart Cities,FMCG,330
"May 14, 2022",COVID-nineteen,Electronics,471
"May 15, 2022",Public Health,Financial Services,47
"May 15, 2022",Environment,Automotive,492
"May 15, 2022",Equitable Access to Environmental Goods,Beverages,484
"May 15, 2022",Social Welfare,Technology,349
"May 15, 2022",Politics and Global Governance,Business Services,80
"May 15, 2022","Economy, Trade and Investment",Technology,108
"May 15, 2022","Digital Governance, Privacy and Technology",Technology,280
"May 15, 2022",Media and Public Opinion,Diversified,234
"May 15, 2022",Inclusive Development and Human Rights,Automotive,425
"May 15, 2022",Employment & Social Development,Media,69
"May 15, 2022","Education, Skills & Competecies",Restaurants,297
"May 15, 2022",Climate Change & Resilience,Telecommunications,189
"May 15, 2022",Pollution,Tobacco,121
"May 15, 2022",Natural Capital Use and Managment,Automotive,100
"May 15, 2022",Demographics,Electronics,80
"May 15, 2022",Urbanization and Smart Cities,Business Services,479
"May 15, 2022",COVID-nineteen,Automotive,183
"May 16, 2022",Public Health,Financial Services,480
"May 16, 2022",Environment,FMCG,362
"May 16, 2022",Equitable Access to Environmental Goods,Electronics,248
"May 16, 2022",Social Welfare,Financial Services,142
"May 16, 2022",Politics and Global Governance,Automotive,499
"May 16, 2022","Economy, Trade and Investment",Beverages,218
"May 16, 2022","Digital Governance, Privacy and Technology",Technology,492
"May 16, 2022",Media and Public Opinion,Business Services,23
"May 16, 2022",Inclusive Development and Human Rights,Technology,97
"May 16, 2022",Employment & Social Development,Technology,104
"May 16, 2022","Education, Skills & Competecies",Diversified,182
"May 16, 2022",Climate Change & Resilience,Automotive,339
"May 16, 2022",Pollution,Media,424
"May 16, 2022",Natural Capital Use and Managment,Restaurants,385
"May 16, 2022",Demographics,Telecommunications,255
"May 16, 2022",Urbanization and Smart Cities,Tobacco,37
"May 16, 2022",COVID-nineteen,Automotive,356
"May 17, 2022",Public Health,Electronics,489
"May 17, 2022",Environment,Business Services,268
"May 17, 2022",Equitable Access to Environmental Goods,Automotive,279
"May 17, 2022",Social Welfare,Financial Services,438
"May 17, 2022",Politics and Global Governance,FMCG,422
"May 17, 2022","Economy, Trade and Investment",Electronics,192
"May 17, 2022","Digital Governance, Privacy and Technology",Financial Services,106
"May 17, 2022",Media and Public Opinion,Automotive,465
"May 17, 2022",Inclusive Development and Human Rights,Beverages,403
"May 17, 2022",Employment & Social Development,Technology,396
"May 17, 2022","Education, Skills & Competecies",Business Services,244
"May 17, 2022",Climate Change & Resilience,Technology,415
"May 17, 2022",Pollution,Technology,282
"May 17, 2022",Natural Capital Use and Managment,Diversified,280
"May 17, 2022",Demographics,Automotive,27
"May 17, 2022",Urbanization and Smart Cities,Media,131
"May 17, 2022",COVID-nineteen,Restaurants,345
"May 18, 2022",Public Health,Telecommunications,498
"May 18, 2022",Environment,Tobacco,344
"May 18, 2022",Equitable Access to Environmental Goods,Automotive,238
"May 18, 2022",Social Welfare,Electronics,102
"May 18, 2022",Politics and Global Governance,Business Services,413
"May 18, 2022","Economy, Trade and Investment",Automotive,174
"May 18, 2022","Digital Governance, Privacy and Technology",Financial Services,57
"May 18, 2022",Media and Public Opinion,FMCG,400
"May 18, 2022",Inclusive Development and Human Rights,Electronics,242
"May 18, 2022",Employment & Social Development,Financial Services,424
"May 18, 2022","Education, Skills & Competecies",Automotive,83
"May 18, 2022",Climate Change & Resilience,Beverages,203
"May 18, 2022",Pollution,Technology,119
"May 18, 2022",Natural Capital Use and Managment,Business Services,225
"May 18, 2022",Demographics,Technology,167
"May 18, 2022",Urbanization and Smart Cities,Technology,315
"May 18, 2022",COVID-nineteen,Diversified,270
"May 19, 2022",Public Health,Automotive,34
"May 19, 2022",Environment,Media,94
"May 19, 2022",Equitable Access to Environmental Goods,Restaurants,442
"May 19, 2022",Social Welfare,Telecommunications,227
"May 19, 2022",Politics and Global Governance,Tobacco,354
"May 19, 2022","Economy, Trade and Investment",Automotive,455
"May 19, 2022","Digital Governance, Privacy and Technology",Electronics,430
"May 19, 2022",Media and Public Opinion,Business Services,159
"May 19, 2022",Inclusive Development and Human Rights,Automotive,293
"May 19, 2022",Employment & Social Development,Financial Services,296
"May 19, 2022","Education, Skills & Competecies",FMCG,414
"May 19, 2022",Climate Change & Resilience,Electronics,48
"May 19, 2022",Pollution,Financial Services,279
"May 19, 2022",Natural Capital Use and Managment,Automotive,339
"May 19, 2022",Demographics,Beverages,458
"May 19, 2022",Urbanization and Smart Cities,Technology,445
"May 19, 2022",COVID-nineteen,Business Services,435
"May 20, 2022",Public Health,Technology,306
"May 20, 2022",Environment,Technology,164
"May 20, 2022",Equitable Access to Environmental Goods,Diversified,83
"May 20, 2022",Social Welfare,Automotive,313
"May 20, 2022",Politics and Global Governance,Media,206
"May 20, 2022","Economy, Trade and Investment",Restaurants,406
"May 20, 2022","Digital Governance, Privacy and Technology",Telecommunications,281
"May 20, 2022",Media and Public Opinion,Tobacco,229
"May 20, 2022",Inclusive Development and Human Rights,Automotive,421
"May 20, 2022",Employment & Social Development,Electronics,263
"May 20, 2022","Education, Skills & Competecies",Business Services,248
"May 20, 2022",Climate Change & Resilience,Automotive,42
"May 20, 2022",Pollution,Financial Services,298
"May 20, 2022",Natural Capital Use and Managment,FMCG,383
"May 20, 2022",Demographics,Electronics,213
"May 20, 2022",Urbanization and Smart Cities,Financial Services,340
"May 20, 2022",COVID-nineteen,Automotive,496
"May 21, 2022",Public Health,Beverages,198
"May 21, 2022",Environment,Technology,484
"May 21, 2022",Equitable Access to Environmental Goods,Business Services,471
"May 21, 2022",Social Welfare,Technology,407
"May 21, 2022",Politics and Global Governance,Technology,464
"May 21, 2022","Economy, Trade and Investment",Diversified,474
"May 21, 2022","Digital Governance, Privacy and Technology",Automotive,54
"May 21, 2022",Media and Public Opinion,Media,375
"May 21, 2022",Inclusive Development and Human Rights,Restaurants,398
"May 21, 2022",Employment & Social Development,Telecommunications,228
"May 21, 2022","Education, Skills & Competecies",Tobacco,206
"May 21, 2022",Climate Change & Resilience,Automotive,88
"May 21, 2022",Pollution,Electronics,476
"May 21, 2022",Natural Capital Use and Managment,Business Services,174
"May 21, 2022",Demographics,Automotive,62
"May 21, 2022",Urbanization and Smart Cities,Financial Services,452
"May 21, 2022",COVID-nineteen,FMCG,380
"May 22, 2022",Public Health,Electronics,39
"May 22, 2022",Environment,Financial Services,423
"May 22, 2022",Equitable Access to Environmental Goods,Automotive,196
"May 22, 2022",Social Welfare,Beverages,176
"May 22, 2022",Politics and Global Governance,Technology,43
"May 22, 2022","Economy, Trade and Investment",Business Services,325
"May 22, 2022","Digital Governance, Privacy and Technology",Technology,91
"May 22, 2022",Media and Public Opinion,Technology,493
"May 22, 2022",Inclusive Development and Human Rights,Diversified,135
"May 22, 2022",Employment & Social Development,Automotive,274
"May 22, 2022","Education, Skills & Competecies",Media,431
"May 22, 2022",Climate Change & Resilience,Restaurants,375
"May 22, 2022",Pollution,Telecommunications,418
"May 22, 2022",Natural Capital Use and Managment,Tobacco,25
"May 22, 2022",Demographics,Automotive,445
"May 22, 2022",Urbanization and Smart Cities,Electronics,444
"May 22, 2022",COVID-nineteen,Business Services,355
"May 23, 2022",Public Health,Automotive,137
"May 23, 2022",Environment,Financial Services,185
"May 23, 2022",Equitable Access to Environmental Goods,FMCG,448
"May 23, 2022",Social Welfare,Electronics,245
"May 23, 2022",Politics and Global Governance,Financial Services,431
"May 23, 2022","Economy, Trade and Investment",Automotive,495
"May 23, 2022","Digital Governance, Privacy and Technology",Beverages,438
"May 23, 2022",Media and Public Opinion,Technology,384
"May 23, 2022",Inclusive Development and Human Rights,Business Services,381
"May 23, 2022",Employment & Social Development,Technology,481
"May 23, 2022","Education, Skills & Competecies",Technology,247
"May 23, 2022",Climate Change & Resilience,Diversified,84
"May 23, 2022",Pollution,Automotive,121
"May 23, 2022",Natural Capital Use and Managment,Media,292
"May 23, 2022",Demographics,Restaurants,253
"May 23, 2022",Urbanization and Smart Cities,Telecommunications,198
"May 23, 2022",COVID-nineteen,Tobacco,292
"May 24, 2022",Public Health,Automotive,136
"May 24, 2022",Environment,Electronics,144
"May 24, 2022",Equitable Access to Environmental Goods,Business Services,232
"May 24, 2022",Social Welfare,Automotive,480
"May 24, 2022",Politics and Global Governance,Financial Services,478
"May 24, 2022","Economy, Trade and Investment",FMCG,402
"May 24, 2022","Digital Governance, Privacy and Technology",Electronics,279
"May 24, 2022",Media and Public Opinion,Financial Services,466
"May 24, 2022",Inclusive Development and Human Rights,Automotive,41
"May 24, 2022",Employment & Social Development,Beverages,281
"May 24, 2022","Education, Skills & Competecies",Technology,79
"May 24, 2022",Climate Change & Resilience,Business Services,87
"May 24, 2022",Pollution,Technology,288
"May 24, 2022",Natural Capital Use and Managment,Technology,477
"May 24, 2022",Demographics,Diversified,342
"May 24, 2022",Urbanization and Smart Cities,Automotive,95
"May 24, 2022",COVID-nineteen,Media,254
"May 25, 2022",Public Health,Restaurants,186
"May 25, 2022",Environment,Telecommunications,128
"May 25, 2022",Equitable Access to Environmental Goods,Tobacco,471
"May 25, 2022",Social Welfare,Automotive,170
"May 25, 2022",Politics and Global Governance,Electronics,498
"May 25, 2022","Economy, Trade and Investment",Business Services,242
"May 25, 2022","Digital Governance, Privacy and Technology",Automotive,390
"May 25, 2022",Media and Public Opinion,Financial Services,230
"May 25, 2022",Inclusive Development and Human Rights,FMCG,81
"May 25, 2022",Employment & Social Development,Electronics,80
"May 25, 2022","Education, Skills & Competecies",Financial Services,180
"May 25, 2022",Climate Change & Resilience,Automotive,409
"May 25, 2022",Pollution,Beverages,115
"May 25, 2022",Natural Capital Use and Managment,Technology,95
"May 25, 2022",Demographics,Business Services,497
"May 25, 2022",Urbanization and Smart Cities,Technology,77
"May 25, 2022",COVID-nineteen,Technology,472
"May 26, 2022",Public Health,Diversified,412
"May 26, 2022",Environment,Automotive,359
"May 26, 2022",Equitable Access to Environmental Goods,Media,214
"May 26, 2022",Social Welfare,Restaurants,303
"May 26, 2022",Politics and Global Governance,Telecommunications,162
"May 26, 2022","Economy, Trade and Investment",Tobacco,303
"May 26, 2022","Digital Governance, Privacy and Technology",Automotive,429
"May 26, 2022",Media and Public Opinion,Electronics,137
"May 26, 2022",Inclusive Development and Human Rights,Business Services,125
"May 26, 2022",Employment & Social Development,Automotive,457
"May 26, 2022","Education, Skills & Competecies",Financial Services,426
"May 26, 2022",Climate Change & Resilience,FMCG,224
"May 26, 2022",Pollution,Electronics,181
"May 26, 2022",Natural Capital Use and Managment,Financial Services,73
"May 26, 2022",Demographics,Automotive,32
"May 26, 2022",Urbanization and Smart Cities,Beverages,421
"May 26, 2022",COVID-nineteen,Technology,262
"May 27, 2022",Public Health,Business Services,299
"May 27, 2022",Environment,Technology,135
"May 27, 2022",Equitable Access to Environmental Goods,Technology,375
"May 27, 2022",Social Welfare,Diversified,372
"May 27, 2022",Politics and Global Governance,Automotive,30
"May 27, 2022","Economy, Trade and Investment",Media,405
"May 27, 2022","Digital Governance, Privacy and Technology",Restaurants,304
"May 27, 2022",Media and Public Opinion,Telecommunications,336
"May 27, 2022",Inclusive Development and Human Rights,Tobacco,355
"May 27, 2022",Employment & Social Development,Automotive,203
"May 27, 2022","Education, Skills & Competecies",Electronics,161
"May 27, 2022",Climate Change & Resilience,Business Services,191
"May 27, 2022",Pollution,Automotive,149
"May 27, 2022",Natural Capital Use and Managment,Financial Services,101
"May 27, 2022",Demographics,FMCG,23
"May 27, 2022",Urbanization and Smart Cities,Electronics,393
"May 27, 2022",COVID-nineteen,Financial Services,342
"May 28, 2022",Public Health,Automotive,390
"May 28, 2022",Environment,Beverages,252
"May 28, 2022",Equitable Access to Environmental Goods,Technology,199
"May 28, 2022",Social Welfare,Business Services,145
"May 28, 2022",Politics and Global Governance,Technology,163
"May 28, 2022","Economy, Trade and Investment",Technology,357
"May 28, 2022","Digital Governance, Privacy and Technology",Diversified,430
"May 28, 2022",Media and Public Opinion,Automotive,248
"May 28, 2022",Inclusive Development and Human Rights,Media,430
"May 28, 2022",Employment & Social Development,Restaurants,48
"May 28, 2022","Education, Skills & Competecies",Telecommunications,458
"May 28, 2022",Climate Change & Resilience,Tobacco,190
"May 28, 2022",Pollution,Automotive,197
"May 28, 2022",Natural Capital Use and Managment,Electronics,197
"May 28, 2022",Demographics,Business Services,28
"May 28, 2022",Urbanization and Smart Cities,Automotive,308
"May 28, 2022",COVID-nineteen,Financial Services,162
"May 29, 2022",Public Health,FMCG,382
"May 29, 2022",Environment,Electronics,105
"May 29, 2022",Equitable Access to Environmental Goods,Financial Services,147
"May 29, 2022",Social Welfare,Automotive,165
"May 29, 2022",Politics and Global Governance,Beverages,447
"May 29, 2022","Economy, Trade and Investment",Technology,242
"May 29, 2022","Digital Governance, Privacy and Technology",Business Services,415
"May 29, 2022",Media and Public Opinion,Technology,182
"May 29, 2022",Inclusive Development and Human Rights,Technology,67
"May 29, 2022",Employment & Social Development,Diversified,427
